Уровень	Дата и время	Источник	Код события	Категория задачи
Сведения	13.09.2017 6:57:28	Microsoft-Windows-FilterManager	6	Отсутствует	"Фильтр файловой системы ""FileCrypt"" (версия 10.0, ‎2030‎-‎05‎-‎28T15:10:59.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения	13.09.2017 6:57:28	Microsoft-Windows-Ntfs	98	Отсутствует	Том C: (\Device\HarddiskVolume5) работоспособен.  Не требуется никаких действий.
Сведения	13.09.2017 6:57:27	Microsoft-Windows-FilterManager	6	Отсутствует	"Фильтр файловой системы ""Wof"" (версия 10.0, ‎1974‎-‎03‎-‎12T05:47:45.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения	13.09.2017 6:57:27	Microsoft-Windows-FilterManager	6	Отсутствует	"Фильтр файловой системы ""FileInfo"" (версия 10.0, ‎2042‎-‎06‎-‎30T21:43:32.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения	13.09.2017 6:57:26	Microsoft-Windows-Kernel-Boot	30	(21)	Встроенное ПО сообщило метрики загрузки.
Сведения	13.09.2017 6:57:26	Microsoft-Windows-Kernel-Boot	32	Отсутствует	Диспетчер загрузки затратил 0 мс на ожидание ввода данных пользователем.
Сведения	13.09.2017 6:57:26	Microsoft-Windows-Kernel-Boot	18	Отсутствует	Число вариантов загрузки данной системы: 0x1.
Сведения	13.09.2017 6:57:26	Microsoft-Windows-Kernel-Boot	25	(32)	Использовалась следующая политика меню загрузки: 0x1.
Сведения	13.09.2017 6:57:26	Microsoft-Windows-Kernel-Boot	27	(33)	Использовался следующий тип загрузки: 0x0.
Сведения	13.09.2017 6:57:26	Microsoft-Windows-Kernel-Boot	20	(31)	Состояние успешного выполнения последнего завершения работы: true. Состояние успешного выполнения последней загрузки: true.
Сведения	13.09.2017 6:57:26	Microsoft-Windows-Kernel-Boot	153	Отсутствует	Безопасность на основе виртуализации (политики: 0) — отключено.
Сведения	13.09.2017 6:57:26	Microsoft-Windows-Kernel-General	12	(1)	Системное время запуска операционной системы: ‎2017‎-‎09‎-‎12T23:57:25.486074900Z.
Сведения	13.09.2017 6:57:15	Microsoft-Windows-Kernel-General	13	(2)	Системное время завершения работы операционной системы: ‎2017‎-‎09‎-‎12T23:57:15.679427900Z.
Сведения	13.09.2017 6:57:14	Microsoft-Windows-Kernel-Power	109	(103)	"Диспетчер питания ядра инициировал завершение работы.

Причина завершения работы: API ядра"
Сведения	13.09.2017 6:57:10	Microsoft-Windows-WLAN-AutoConfig	4001	Отсутствует	"Служба автонастройки беспроводной сети остановлена успешно.
"
Сведения	13.09.2017 6:57:42	EventLog	6013	Отсутствует	Время работоспособного состояния 17 сек.
Сведения	13.09.2017 6:57:42	EventLog	6005	Отсутствует	Запущена служба журнала событий.
Сведения	13.09.2017 6:57:42	EventLog	6009	Отсутствует	Microsoft (R) Windows (R) 10.00. 15063  Multiprocessor Free.
Ошибка	13.09.2017 6:57:09	Microsoft-Windows-Directory-Services-SAM	12291	Отсутствует	Не удалось запустить поток команд прослушивания TCP/IP или SPX/IPX
